Score,Total # of Trades,Current Trades,Unrated Trades,Curr Neg Trades,Hist Neg Trades,No. of Accts Paid,Curr Past Due,Amount Past due,30 Days,60 Days,90+ days,Inquiries,Inq. Last 6 Months,Public Records,Collections,Oldest Trade,Accounts Balance,Monthly Payment,Credit Limit,High Credit,Total Real Est. Bal,Total Rev. Bal,Tot. Installment Bal,Available %
563,19,5,0,1,0,9,2," $2,011.00 ",7,5,7,37,4,1,0,01/10/2004," $53,383.00 ", $19.00 , $750.00 ," $81,808.00 ", $-   , $757.00 ," $50,675.00 ",0%
556,21,1,0,7,0,1,5," $79,569.00 ",7,8,58,2,1,0,0,01/09/2008," $97,529.00 ", $320.00 ," $3,597.00 "," $162,290.00 ", $-   ," $3,650.00 "," $14,953.00 ",16%
567,16,5,0,1,1,2,6," $4,473.00 ",3,6,16,4,0,0,1,01/06/2006," $56,281.00 "," $1,047.00 "," $1,400.00 "," $86,287.00 ", $-   ," $4,738.00 "," $50,607.00 ",13%
565,4,0,0,1,0,1,2," $2,360.00 ",4,2,4,4,0,0,0,01/08/2009," $2,557.00 ", $25.00 , $300.00 ," $3,967.00 ", $-   ," $1,897.00 ", $-   ,34%
499,19,1,0,1,0,3,9," $42,875.00 ",12,11,18,7,1,0,4,01/03/2011," $46,891.00 ", $857.00 ," $2,300.00 "," $7,704.00 ", $-   ," $2,996.00 "," $38,715.00 ",0%
447,12,0,0,0,1,2,8," $21,479.00 ",11,5,9,7,1,0,3,01/03/2008," $39,389.00 ", $500.00 , $-   ," $22,952.00 ", $-   , $615.00 ," $14,712.00 ",0%
498,16,0,0,0,0,1,7," $4,726.00 ",11,9,30,12,3,0,1,01/01/2013," $4,726.00 ", $-   , $-   ," $5,636.00 ", $-   ," $1,869.00 ", $-   ,0%
532,7,1,0,0,0,0,6, $532.00 ,0,0,0,3,1,0,4,01/10/2015," $18,159.00 ", $363.00 , $-   ," $37,592.00 ", $-   , $-   ," $10,089.00 ",0%
611,11,8,0,0,0,0,1, $721.00 ,2,2,7,13,10,0,0,01/12/2017," $2,950.00 ", $248.00 ," $2,550.00 "," $3,174.00 ", $-   ," $2,229.00 ", $-   ,13%
504,9,1,0,2,0,0,2," $2,445.00 ",8,4,6,13,4,0,4,01/07/2010," $22,132.00 ", $30.00 ," $1,050.00 "," $26,485.00 ", $-   ," $1,344.00 "," $19,301.00 ",63%
607,19,7,0,6,1,1,1, $65.00 ,3,1,17,14,5,0,3,01/02/2006," $77,139.00 "," $1,552.00 "," $6,500.00 "," $118,387.00 ", $-   , $802.00 ," $76,337.00 ",88%
629,41,3,0,1,0,13,1," $2,467.00 ",11,6,8,14,2,1,0,01/03/2012," $18,328.00 ", $510.00 ," $1,650.00 "," $139,235.00 ", $-   , $756.00 ," $17,572.00 ",54%
"Not Scored
",5,0,0,0,0,0,3," $2,970.00 ",2,0,0,1,0,0,4,01/03/2018," $9,901.00 ", $-   , $-   ," $20,095.00 ", $-   , $-   , $-   ,0%
664,29,13,0,2,0,7,5," $26,254.00 ",2,5,3,18,2,0,2,01/04/2013," $125,564.00 "," $2,199.00 "," $11,600.00 "," $305,890.00 ", $-   ," $4,874.00 "," $94,436.00 ",58%
539,9,1,0,0,0,0,6, $822.00 ,2,4,0,2,0,0,2,01/04/2015, $996.00 , $28.00 , $300.00 ," $2,934.00 ", $-   , $174.00 , $-   ,42%
557,13,1,0,0,0,2,5, $624.00 ,8,9,10,14,4,0,6,01/08/2011," $10,569.00 ", $-   , $-   ," $12,080.00 ", $-   , $-   ," $9,890.00 ",0%
741,1,1,0,0,0,0,0, $-   ,0,0,0,1,1,0,0,01/05/2018," $1,262.00 ", $25.00 ," $3,200.00 "," $2,998.00 ", $-   ," $1,262.00 ", $-   ,61%
488,22,2,0,1,0,3,10," $6,603.00 ",13,8,9,12,1,0,6,01/01/2015," $7,920.00 ", $56.00 , $800.00 ," $8,737.00 ", $-   ," $2,892.00 ", $10.00 ,16%
468,40,7,0,0,0,5,20," $25,488.00 ",28,20,48,10,4,0,5,01/03/2013," $37,649.00 ", $389.00 ," $6,250.00 "," $74,901.00 ", $-   ," $13,123.00 "," $8,849.00 ",44%
515,13,1,0,0,0,0,12," $45,588.00 ",1,1,1,14,5,0,11,01/08/2015," $51,133.00 ", $260.00 , $-   ," $40,038.00 ", $-   , $-   ," $5,545.00 ",0%
494,14,3,0,0,0,0,8," $8,633.00 ",10,7,20,23,1,0,4,01/02/2017," $19,090.00 ", $-   , $-   ," $17,484.00 ", $-   ," $1,134.00 "," $10,228.00 ",0%
577,51,11,0,0,0,40,0, $-   ,0,0,0,9,2,0,0,01/12/1999," $3,658.00 ", $311.00 ," $3,450.00 "," $11,819.00 ", $-   ," $2,882.00 ", $776.00 ,16%
483,23,0,0,0,0,2,20," $83,545.00 ",2,3,7,19,3,0,3,01/10/2008," $83,545.00 ", $-   , $-   ," $60,235.00 ", $-   , $741.00 , $-   ,0%
543,64,15,0,7,1,14,2, $120.00 ,59,17,25,25,2,0,0,01/11/2006," $54,998.00 ", $305.00 ," $3,271.00 "," $99,334.00 ", $-   ," $3,632.00 "," $51,366.00 ",31%
"Not Scored
",2,1,0,0,0,0,1, $943.00 ,0,0,0,12,6,0,1,01/07/2018," $1,425.00 ", $25.00 , $-   ," $1,343.00 ", $-   , $-   , $482.00 ,0%
541,10,1,0,1,0,1,6," $3,139.00 ",14,6,11,3,1,0,3,01/03/2018," $56,939.00 ", $243.00 , $-   ," $58,518.00 "," $51,693.00 "," $1,644.00 "," $53,800.00 ",0%
516,5,1,0,0,0,0,3," $1,691.00 ",1,0,0,1,0,0,2,01/01/2017," $11,774.00 ", $-   , $-   ," $10,762.00 ", $-   , $-   ," $10,083.00 ",0%
620,45,18,0,7,0,11,2," $12,105.00 ",31,6,6,9,1,0,0,01/02/1985," $45,206.00 ", $980.00 ," $13,730.00 "," $82,065.00 ", $-   ," $22,247.00 "," $22,959.00 ",47%
647,5,12,0,3,0,4,1, $237.00 ,18,2,0,5,1,0,1,01/01/2007," $28,215.00 "," $1,204.00 "," $14,300.00 "," $97,938.00 ", $-   ," $11,476.00 "," $16,502.00 ",20%
480,15,0,0,0,0,0,8," $15,131.00 ",5,4,6,7,0,1,6,01/08/2013," $15,850.00 ", $-   , $-   ," $44,698.00 ", $-   ," $1,232.00 ", $-   ,0%
534,6,1,0,0,0,0,4," $10,042.00 ",2,2,3,4,1,0,0,01/12/1999," $10,098.00 ", $56.00 , $-   ," $6,849.00 ", $-   , $594.00 , $56.00 ,0%
Not Scored,1,0,0,0,0,0,1, $491.00 ,0,0,0,2,2,0,0,01/08/2019, $491.00 ,0,0,$491, $-   , $-   , $-   ,0%
703,11,4,0,0,0,6,0, $-   ,1,0,0,3,0,0,0,01/07/2015," $4,872.00 ", $455.00 ," $11,500.00 "," $27,735.00 ", $-   , $786.00 ," $4,086.00 ",93%
524,23,4,0,2,1,1,9," $13,482.00 ",9,2,6,16,2,0,9,01/04/2014," $17,315.00 ", $235.00 ," $2,050.00 "," $24,231.00 ", $-   ," $3,331.00 ", $582.00 ,14%
547,16,3,0,0,0,2,10," $6,635.00 ",1,0,0,9,2,0,8,01/09/2009," $47,713.00 ", $-   , $-   ," $50,146.00 ", $-   , $172.00 ," $41,046.00 ",0%
502,28,5,0,0,0,6,13," $4,993.00 ",9,9,25,7,1,0,4,01/04/2008," $13,713.00 ", $25.00 ," $1,000.00 "," $30,997.00 ", $-   ," $3,663.00 "," $7,238.00 ",77%
566,12,1,0,4,0,1,5," $2,812.00 ",2,2,17,8,0,0,3,01/02/2015," $15,957.00 ", $86.00 , $-   ," $14,771.00 ", $-   , $466.00 ," $13,145.00 ",0%
567,10,0,0,6,0,1,3," $3,371.00 ",3,1,15,4,1,0,2,01/10/2015," $18,975.00 ", $-   , $-   ," $38,408.00 ", $-   , $750.00 ," $15,604.00 ",0%
565,5,1,0,1,0,0,1," $1,213.00 ",4,2,4,3,2,0,1,01/05/2017," $13,605.00 ", $427.00 , $500.00 ," $19,392.00 ", $-   , $506.00 ," $11,886.00 ",0%
562,27,15,0,0,0,1,6," $2,691.00 ",5,3,11,4,0,0,4,01/03/2015," $64,402.00 ", $-   , $-   ," $61,931.00 ", $-   , $548.00 ," $58,468.00 ",0%
546,30,0,0,13,0,0,15," $6,487.00 ",2,2,124,2,0,0,14,01/08/2014," $57,826.00 ", $-   , $-   ," $53,077.00 ", $-   , $555.00 ," $51,339.00 ",0%
498,5,0,0,1,0,0,3," $6,695.00 ",3,1,3,8,2,0,0,01/07/2017," $7,714.00 ", $25.00 ," $1,000.00 "," $7,397.00 ", $-   ," $1,019.00 ", $-   ,0%
570,18,3,0,6,0,5,4," $2,324.00 ",7,1,23,5,0,0,4,01/10/2005," $81,455.00 ", $195.00 , $300.00 ," $74,726.00 ", $-   , $347.00 ," $78,784.00 ",0%
614,18,12,0,0,0,1,1, $275.00 ,0,0,0,1,0,0,1,01/02/2011," $78,249.00 ", $-   , $-   ," $102,297.00 ", $-   , $-   ," $77,974.00 ",0%
547,21,3,0,0,0,13,1, $829.00 ,22,8,6,17,3,0,0,01/09/2009," $11,391.00 ", $313.00 ," $4,400.00 "," $149,736.00 ", $-   ," $4,207.00 "," $7,184.00 ",4%
539,7,4,0,0,0,0,3," $5,492.00 ",5,3,9,2,0,0,1,01/07/2017," $11,434.00 ", $-   , $-   ," $22,000.00 ", $-   , $747.00 ," $5,435.00 ",0%
460,8,0,0,0,0,0,8," $7,263.00 ",1,1,4,3,2,0,5,01/11/2016," $7,263.00 ", $-   , $-   ," $6,862.00 ", $-   , $14.00 , $-   ,0%
589,16,1,0,0,0,1,1," $1,093.00 ",0,0,9,0,0,0,2,01/08/2008," $93,412.00 ", $-   , $-   ," $216,612.00 ", $-   , $-   ," $92,319.00 ",0%
481,5,1,0,0,0,0,4," $2,573.00 ",3,2,6,8,1,0,2,01/10/2017," $2,533.00 ", $-   , $-   ," $2,498.00 ", $-   , $-   , $-   ,100%
538,16,0,0,2,0,0,10," $6,541.00 ",4,3,18,3,1,0,7,01/09/2010," $13,572.00 ", $-   , $-   ," $15,104.00 ", $-   ," $1,248.00 "," $7,031.00 ",0%
550,13,3,0,0,0,3,6, $951.00 ,1,1,0,7,4,0,5,01/02/2008," $12,166.00 ", $58.00 ," $5,300.00 "," $28,868.00 ", $-   , $554.00 ," $10,661.00 ",90%
547,4,2,0,0,0,0,1, $352.00 ,2,0,0,10,4,0,1,01/04/2019," $1,495.00 ", $969.00 , $-   ," $1,917.00 ", $-   , $-   ," $1,143.00 ",0%
631,12,1,0,8,0,1,1, $650.00 ,13,2,19,0,0,1,1,01/08/2008," $31,889.00 ", $519.00 ," $1,800.00 "," $51,033.00 ", $-   , $277.00 ," $29,399.00 ",8%
495,19,2,0,0,0,1,11," $17,507.00 ",64,89,76,13,1,1,2,01/05/1999," $124,463.00 ", $496.00 , $-   ," $100,363.00 ", $-   ," $2,740.00 "," $106,301.00 ",0%
473,4,0,0,0,0,0,3," $2,028.00 ",3,2,6,16,1,0,0,01/08/2019," $2,028.00 ", $-   , $-   , $462.00 , $-   ," $1,566.00 ", $-   ,0%
518,17,2,0,0,0,2,8," $22,235.00 ",6,4,6,18,14,1,6,01/02/2011," $95,831.00 ", $269.00 , $-   ," $138,901.00 ", $-   , $538.00 ," $73,596.00 ",0%
608,7,6,0,0,0,1,0, $-   ,0,0,0,13,5,0,0,01/06/2019," $64,995.00 "," $1,346.00 "," $16,200.00 "," $79,886.00 ", $-   ," $16,097.00 "," $48,898.00 ",1%
Not Scored,1,1,0,0,0,0,0, $-   ,0,0,0,0,0,0,0,01/05/2020, $-   , $-   , $-   , $71.00 , $-   , $-   , $-   ,100%
568,17,5,0,0,0,3,6," $14,350.00 ",15,9,22,20,0,0,2,01/12/1999," $65,122.00 ", $759.00 , $-   ," $56,960.00 ", $-   ," $10,571.00 "," $29,570.00 ",0%
564,10,3,0,0,0,0,7," $5,518.00 ",0,0,0,4,2,0,7,01/01/2018," $11,103.00 ", $-   , $-   ," $10,883.00 ", $-   , $-   ," $5,585.00 ",0%
583,26,3,0,5,0,0,15," $39,380.00 ",2,1,37,7,3,0,9,01/12/2008," $53,472.00 ", $149.00 ," $3,700.00 "," $54,225.00 ", $-   , $180.00 ," $13,912.00 ",95%
496,10,1,0,0,0,3,4," $1,506.00 ",3,2,5,15,1,0,2,01/07/1998," $1,859.00 ", $104.00 ," $1,600.00 "," $4,039.00 ", $-   , $117.00 , $616.00 ,93%
556,30,20,0,2,1,1,4," $2,427.00 ",32,28,19,3,0,0,0,01/09/2003," $110,333.00 ", $657.00 ," $2,400.00 "," $106,115.00 ", $-   ," $4,683.00 "," $102,594.00 ",3%
559,5,1,0,0,0,0,2, $295.00 ,0,0,0,9,2,0,1,01/11/2013," $1,442.00 ", $212.00 , $-   ," $3,608.00 ", $-   , $71.00 ," $1,145.00 ",0%
624,4,2,0,0,0,0,0, $-   ,0,0,18,5,2,0,0,01/09/2013," $7,372.00 ", $25.00 , $300.00 ," $14,504.00 ", $-   , $253.00 ," $7,119.00 ",16%
659,4,4,0,0,0,0,0, $-   ,0,0,0,1,0,0,0,01/09/2018," $8,400.00 ", $-   , $-   ," $8,250.00 ", $-   , $-   ," $8,400.00 ",0%
605,16,0,0,13,0,0,3," $1,731.00 ",0,0,52,8,2,0,3,01/05/2010," $45,969.00 ", $-   , $-   ," $34,604.00 ", $-   , $-   ," $44,238.00 ",0%
558,19,2,0,0,0,5,0, $-   ,2,1,3,9,8,3,6,01/05/2003, $772.00 , $79.00 , $500.00 ," $48,304.00 ", $-   , $529.00 , $243.00 ,0%
543,31,3,0,2,0,3,17," $21,199.00 ",19,14,71,7,2,0,7,01/02/2009," $52,900.00 ", $999.00 , $200.00 ," $145,736.00 ", $-   ," $2,965.00 "," $31,666.00 ",83%
590,20,4,0,3,0,2,6," $2,278.00 ",20,12,24,3,1,0,4,01/04/1999," $101,028.00 ", $388.00 , $-   ," $272,719.00 "," $73,248.00 ", $-   ," $98,750.00 ",0%
Not Scored,6,0,0,0,0,0,4," $7,959.00 ",0,0,0,12,3,0,3,01/08/2012," $7,959.00 ", $-   , $-   ," $13,459.00 ", $-   , $-   , $-   ,0%
554,34,4,0,17,1,3,6," $23,997.00 ",9,6,240,15,6,0,2,01/12/1999," $113,811.00 ", $228.00 , $-   ," $124,283.00 ", $-   , $519.00 ," $88,683.00 ",0%
502,13,0,0,2,0,1,7," $8,682.00 ",5,4,23,19,2,0,4,01/09/2011," $22,091.00 ", $-   , $-   ," $28,886.00 ", $-   , $630.00 ," $18,922.00 ",0%
555,36,1,0,18,0,4,7," $5,507.00 ",16,9,145,9,2,0,4,01/07/2003," $86,798.00 ", $60.00 , $-   ," $62,236.00 ", $-   ," $1,352.00 "," $81,174.00 ",0%
584,21,8,0,2,0,5,0, $-   ,5,6,22,28,3,1,0,01/09/1998," $50,396.00 ", $879.00 ," $2,850.00 "," $56,282.00 ", $-   ," $2,640.00 "," $47,756.00 ",7%
534,16,1,0,2,0,0,4," $3,818.00 ",5,11,104,0,0,0,1,01/05/2005," $17,366.00 ", $-   ," $8,000.00 "," $40,118.00 ", $-   ," $3,666.00 "," $13,548.00 ",100%
532,15,5,0,0,1,4,6," $2,224.00 ",14,6,6,4,0,0,2,01/10/2013," $38,660.00 "," $1,012.00 "," $1,500.00 "," $70,981.00 ", $-   ," $3,841.00 "," $33,277.00 ",0%
521,64,10,0,1,0,16,19," $19,433.00 ",110,28,49,4,1,0,5,01/12/1999," $33,120.00 "," $1,685.00 "," $4,806.00 "," $266,251.00 ", $-   ," $15,341.00 "," $8,560.00 ",10%
573,21,9,0,4,1,0,6," $10,377.00 ",14,8,6,14,0,0,4,01/12/2013," $45,898.00 ", $393.00 ," $9,150.00 "," $46,270.00 ", $-   ," $8,476.00 "," $32,763.00 ",82%
510,3,1,0,0,0,0,2," $1,110.00 ",1,1,4,3,2,0,0,01/05/2014," $11,680.00 "," $11,680.00 ", $-   ," $12,241.00 ", $-   , $367.00 ," $10,570.00 ",0%
492,25,13,0,1,0,1,7," $2,034.00 ",15,17,14,17,5,0,0,01/06/2015," $57,345.00 ", $236.00 ," $1,900.00 "," $69,374.00 ", $-   ," $3,698.00 "," $53,221.00 ",35%
464,16,0,0,0,0,0,14," $13,189.00 ",12,7,10,9,1,0,9,01/02/2014," $61,183.00 "," $1,386.00 ", $-   ," $72,637.00 ", $-   , $129.00 ," $51,144.00 ",0%
480,13,7,0,0,0,0,6," $1,209.00 ",6,6,7,11,0,0,0,01/11/2015," $16,149.00 ", $590.00 ," $6,500.00 "," $17,857.00 ", $-   ," $11,926.00 "," $4,223.00 ",0%
586,16,8,0,1,0,1,5," $1,595.00 ",8,6,48,18,3,0,2,01/12/1999," $38,311.00 ", $758.00 ," $1,700.00 "," $40,842.00 ", $-   ," $5,285.00 "," $31,508.00 ",0%
462,13,0,0,1,0,0,8," $10,431.00 ",11,10,21,2,0,0,3,01/02/2015," $13,851.00 ", $-   ," $2,895.00 "," $25,433.00 ", $-   ," $2,861.00 ", $-   ,0%
474,4,0,0,0,0,0,3, $778.00 ,2,2,1,8,2,0,2,01/08/2019, $998.00 , $-   , $-   ," $1,518.00 ", $-   , $322.00 , $-   ,0%
678,30,9,0,0,0,17,0, $678.00 ,3,1,1,7,0,1,0,01/07/2006," $156,469.00 "," $1,334.00 "," $39,650.00 "," $657,201.00 "," $97,995.00 "," $7,898.00 "," $148,571.00 ",80%
479,17,0,0,0,0,3,10," $6,292.00 ",9,6,18,12,3,0,6,01/06/2010," $6,292.00 ", $-   , $-   ," $17,392.00 ", $-   ," $1,120.00 ", $-   ,0%
484,18,0,0,1,0,4,12," $17,539.00 ",7,3,8,16,1,0,1,01/08/2012," $35,368.00 ", $-   , $-   ," $34,248.00 ", $-   , $763.00 , $-   ,0%
574,27,10,0,0,1,0,16," $31,209.00 ",9,4,1,12,3,0,12,01/01/2015," $73,533.00 ", $443.00 , $500.00 ," $93,943.00 ", $-   , $78.00 ," $44,571.00 ",84%
525,26,1,0,2,0,1,7," $16,502.00 ",7,3,25,20,2,0,5,01/01/2011," $91,462.00 ", $900.00 , $-   ," $137,190.00 ", $-   , $418.00 ," $73,906.00 ",0%
543,11,9,0,0,1,0,1, $25.00 ,5,1,6,4,2,0,0,01/06/2018," $44,628.00 ", $142.00 , $500.00 ," $44,914.00 ", $-   , $581.00 ," $44,047.00 ",0%
553,20,3,0,1,0,3,9," $34,416.00 ",6,4,5,11,1,1,5,01/12/2014," $41,904.00 ", $360.00 ," $1,600.00 "," $53,954.00 ", $-   ," $1,953.00 "," $6,204.00 ",20%
608,1,5,0,1,0,5,4," $2,138.00 ",4,2,5,7,4,0,5,01/12/1999," $20,084.00 ", $952.00 , $400.00 ," $44,747.00 ", $-   , $-   ," $17,855.00 ",100%
569,15,5,0,2,1,4,3, $572.00 ,10,3,2,8,0,0,2,01/06/2010," $17,846.00 ", $773.00 ," $5,325.00 "," $25,558.00 ", $-   ," $3,857.00 "," $13,510.00 ",28%
463,6,0,0,0,0,0,5," $1,878.00 ",1,1,2,4,0,0,5,01/03/2017," $3,194.00 ", $-   , $-   ," $3,409.00 ", $-   , $-   , $-   ,0%
515,6,1,0,0,0,0,3," $7,371.00 ",5,3,10,10,2,0,1,01/05/2014," $22,899.00 ", $-   , $-   ," $26,118.00 ", $-   , $-   ," $14,685.00 ",0%
508,24,5,0,5,0,1,10," $4,465.00 ",21,11,12,12,2,0,3,01/08/2010," $32,600.00 ", $658.00 ," $5,880.00 "," $36,594.00 ", $-   ," $7,343.00 "," $22,110.00 ",16%
555,41,8,0,4,0,14,9," $12,065.00 ",28,16,27,0,0,0,3,01/08/2003," $70,528.00 "," $1,893.00 "," $8,900.00 "," $171,456.00 ", $-   ," $13,492.00 "," $47,499.00 ",10%
554,11,0,0,4,0,0,5," $3,310.00 ",3,1,27,10,5,0,4,01/03/2015," $11,805.00 ", $-   , $-   ," $11,300.00 ", $-   , $-   ," $8,495.00 ",0%
Not Scored,,,,,,,,,,,,,,,,,,,,, $-   ,,,0%
503,15,1,0,0,0,2,8," $4,417.00 ",5,4,8,1,0,0,4,01/07/2012," $4,826.00 ", $30.00 , $400.00 ," $6,489.00 ", $-   , $409.00 , $-   ,0%
592,8,1,0,0,0,3,4," $3,661.00 ",0,0,0,3,3,0,4,01/08/2008," $19,913.00 ", $599.00 , $-   ," $31,998.00 ", $-   , $-   ," $16,252.00 ",0%
527,11,1,0,0,0,1,4," $1,872.00 ",5,3,7,9,3,0,2,01/02/2016," $129,202.00 ", $836.00 , $-   ," $279,855.00 "," $127,315.00 ", $-   ," $127,315.00 ",0%
534,9,1,0,1,0,1,5," $2,598.00 ",3,2,4,13,3,0,5,01/05/2015," $35,890.00 ", $377.00 , $-   ," $50,866.00 ", $-   , $-   ," $33,292.00 ",0%
550,10,2,0,0,0,0,8,,1,1,1,11,1,0,7,01/02/2009," $33,859.00 ", $303.00 , $-   ," $37,621.00 ", $-   , $-   ," $17,935.00 ",0%
487,10,0,0,0,0,1,8," $3,229.00 ",5,4,2,8,3,1,3,01/08/2012," $3,640.00 ", $-   , $-   ," $3,098.00 ", $-   ," $1,601.00 ", $-   ,0%
562,1,0,0,0,1,0,1, $3.00 ,3,0,0,5,1,0,0,01/03/2019, $423.00 , $-   , $-   , $451.00 , $-   , $423.00 , $-   ,0%
555,7,1,0,0,0,2,3," $1,552.00 ",1,1,4,17,3,0,3,01/09/2003," $21,542.00 ", $-   , $-   ," $26,080.00 ", $-   , $621.00 ," $18,054.00 ",0%
628,15,10,0,0,0,3,2, $444.00 ,0,0,0,1,0,0,1,01/09/2010," $35,637.00 ", $-   , $-   ," $47,334.00 ", $-   , $-   ," $35,193.00 ",0%
468,19,1,0,0,0,2,13," $20,754.00 ",6,6,30,17,3,1,3,01/10/2009," $20,830.00 ", $-   , $-   ," $22,377.00 ", $-   ," $1,085.00 ", $-   ,0%
687,14,13,0,1,0,0,0, $-   ,5,3,13,5,0,0,0,01/02/2010," $60,208.00 ", $589.00 ," $3,100.00 "," $63,485.00 ", $-   , $998.00 ," $59,210.00 ",68%
492,22,1,0,0,1,6,9," $5,222.00 ",8,7,13,10,2,0,8,01/05/2015," $8,280.00 ", $287.00 , $-   ," $27,367.00 ", $-   , $-   ," $1,779.00 ",0%
628,12,4,0,3,0,3,1," $1,389.00 ",8,2,3,1,1,0,0,01/09/1992," $3,005.00 ", $84.00 ," $35,750.00 "," $21,662.00 ", $-   ," $3,005.00 ", $-   ,95%
542,38,3,0,0,0,24,6," $26,788.00 ",16,13,39,8,0,0,4,01/09/2007," $62,300.00 ", $368.00 , $800.00 ," $133,490.00 ", $-   ," $1,108.00 "," $33,691.00 ",29%
521,13,1,0,1,0,2,7," $5,703.00 ",8,4,22,2,0,0,6,01/07/2010," $19,936.00 ", $54.00 , $500.00 ," $27,835.00 ", $-   , $553.00 ," $13,949.00 ",0%
722,1,1,0,0,0,0,0, $-   ,0,0,0,2,1,0,0,01/12/2019, $-   , $-   , $300.00 , $-   , $-   , $-   , $-   ,100%
557,11,2,0,0,0,0,8," $20,812.00 ",3,2,7,4,0,0,1,01/08/2014," $59,389.00 ", $457.00 , $-   ," $61,536.00 ", $-   , $840.00 ," $38,577.00 ",0%
550,17,8,0,0,1,1,8," $5,672.00 ",5,3,7,13,5,0,3,01/07/2013," $15,447.00 ", $52.00 ," $1,000.00 "," $22,758.00 ", $-   ," $4,521.00 "," $8,068.00 ",0%
502,14,4,0,0,0,2,7," $2,557.00 ",11,10,11,13,2,0,2,01/04/2017," $12,820.00 ", $399.00 ," $5,240.00 "," $29,143.00 ", $-   ," $7,831.00 "," $3,759.00 ",0%
Not Scored,6,0,0,0,0,1,3," $19,377.00 ",0,0,0,4,0,0,2,01/12/1994," $19,377.00 ", $-   , $-   ," $23,238.00 ", $-   , $-   , $-   ,0%
511,5,0,0,0,0,1,4," $1,404.00 ",1,1,4,4,2,0,3,01/06/2015," $1,404.00 ", $-   , $-   ," $14,272.00 ", $-   , $137.00 , $-   ,0%
577,9,5,0,0,0,0,4," $5,182.00 ",0,0,0,6,3,0,4,01/09/2016," $30,461.00 ", $462.00 , $-   ," $29,062.00 ", $-   , $-   ," $25,279.00 ",0%
533,10,2,0,0,0,2,6," $6,487.00 ",1,1,4,13,4,1,5,01/03/2005," $8,624.00 ", $308.00 , $-   ," $17,922.00 ", $-   , $876.00 ," $2,137.00 ",0%
598,34,21,0,3,0,8,1," $1,981.00 ",7,0,0,9,8,0,1,01/04/2015," $260,172.00 "," $3,572.00 "," $22,120.00 "," $321,668.00 "," $190,020.00 "," $14,379.00 "," $243,812.00 ",49%
545,17,1,0,7,1,1,4," $2,262.00 ",12,6,30,2,0,1,0,01/04/1997," $39,762.00 ", $138.00 ," $2,650.00 "," $39,174.00 ", $-   ," $4,761.00 "," $35,001.00 ",2%
482,9,0,0,0,0,0,9," $20,462.00 ",8,3,4,6,2,0,3,01/05/2014," $20,678.00 ", $-   , $-   ," $23,999.00 ", $-   , $882.00 , $-   ,0%
491,9,0,0,0,0,0,8," $6,689.00 ",6,4,10,1,0,0,6,01/09/2014," $6,689.00 ", $-   , $-   ," $4,099.00 ", $-   ," $2,590.00 ", $-   ,0%
557,18,4,0,3,0,2,4," $6,226.00 ",40,14,5,7,0,0,4,01/03/2004," $38,080.00 ", $229.00 , $500.00 ," $66,368.00 ", $-   , $866.00 ," $29,275.00 ",0%
Not Scored,1,0,0,0,0,0,1, $525.00 ,0,0,0,1,1,0,1,01/12/2015, $525.00 , $-   , $-   , $562.00 , $-   , $-   , $-   ,0%
504,17,3,0,2,1,2,7," $3,974.00 ",23,10,22,8,0,0,0,01/05/2012," $159,277.00 ", $131.00 ," $7,400.00 "," $185,051.00 "," $153,745.00 "," $5,167.00 "," $153,745.00 ",77%
499,9,1,0,0,0,0,7," $6,867.00 ",3,4,2,7,0,0,4,01/09/2010," $73,647.00 ", $-   , $-   ," $57,910.00 ", $-   , $856.00 ," $66,662.00 ",0%
455,8,0,0,0,1,2,4," $3,437.00 ",5,3,12,4,1,0,2,01/12/2016," $3,437.00 ", $-   , $-   ," $9,994.00 ", $-   ," $1,937.00 ", $-   ,0%
599,26,10,0,0,0,2,5," $1,322.00 ",5,4,5,16,2,0,1,01/02/2004," $14,110.00 ", $369.00 ," $5,250.00 "," $18,621.00 ", $-   ," $4,190.00 "," $8,937.00 ",48%
494,17,1,0,0,0,0,13," $20,962.00 ",3,2,15,7,6,0,4,01/02/2013," $22,061.00 ", $23.00 ," $1,200.00 "," $36,641.00 ", $-   ," $1,649.00 ", $-   ,8%
506,13,2,0,2,1,2,4, $385.00 ,17,10,15,11,0,0,0,01/09/2015," $4,307.00 ", $357.00 ," $1,975.00 "," $11,428.00 ", $-   ," $1,622.00 "," $2,389.00 ",13%
476,10,0,0,0,0,1,8," $10,910.00 ",1,1,0,4,0,0,2,01/01/2015," $11,109.00 ", $-   , $-   ," $11,327.00 ", $-   , $-   , $-   ,0%
559,6,3,0,0,0,0,2, $371.00 ,1,1,3,9,1,0,1,01/04/2016," $1,238.00 ", $111.00 ," $1,100.00 "," $1,394.00 ", $-   , $711.00 , $268.00 ,46%
554,14,4,0,0,0,1,8," $6,786.00 ",8,6,35,4,2,0,4,01/01/2012," $69,184.00 ", $228.00 , $-   ," $62,341.00 ", $-   ," $1,386.00 "," $66,171.00 ",100%
581,27,13,0,2,0,9,1, $309.00 ,2,1,4,64,13,0,1,01/12/1999," $58,033.00 "," $1,841.00 "," $11,559.00 "," $60,673.00 ", $-   ," $5,251.00 "," $51,150.00 ",30%
Not Scored,,,,,,,,,,,,,,,,,,,,, $-   ,,,0%
